text,created_date,,,,,,,,,,,,,,,,
Hollywood, you say? If we're talking about airports that have been in movies,,,,,,,,,,,,,,,,
I'm at International Terminal - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/hKcf1sdYX5d,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9yin4SLJfgx,,,,,,,,,,,,,,,,
This guy gets it.,"2017-12-28T20:13:34.000Z""""",,,,,,,,,,,,,,,,
There's a reason they call us Hollywood North!pic.twitter.com/TDIIMZGVxC,"2017-12-28T20:10:14.000Z""""",,,,,,,,,,,,,,,,
I'm at SFO AirTrain Station - Terminal 1 - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/dqD5JIwCMB3,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/56uZbLMXEl3,,,,,,,,,,,,,,,,
# AirportTwitter doesn't sleep.,"2017-12-28T20:04:00.000Z""""",,,,,,,,,,,,,,,,
Not to brag, but... Kansas is in the movies too. pic.twitter.com/twI83XBUjF,,,,,,,,,,,,,,,,
@ PHXSkyHarbor & @ fly_BUR bookend every week for me, living in PHX / working in SoCal. I go to a lot of airports - these guys do it right,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/4pPzMQZ03oW,,,,,,,,,,,,,,,,
That's a great lookin' tray right there!,"2017-12-28T19:54:04.000Z""""",,,,,,,,,,,,,,,,
We’re not crying, you’re crying. Fun fact - both actors @ RyanGosling & Rachel McAdams,,,,,,,,,,,,,,,,
Ohhh...we love snow...Check this one out guys :-).,"2017-12-28T19:45:20.000Z""""",,,,,,,,,,,,,,,,
... that friend who shows up fashionably late. Hi, # AirportTwitter! pic.twitter.com/aAcRGeGenV,,,,,,,,,,,,,,,,
We woke up to 99+ notifications. # AirportTwitter still going strong.,"2017-12-28T19:29:11.000Z""""",,,,,,,,,,,,,,,,
Frequently traveler here why don’t we have @ LGAairport @ flySFO and @ flyLAXairport join in also shoutout to @ Dulles_Airport and @ DFWAirport,"2017-12-28T19:23:32.000Z""""",,,,,,,,,,,,,,,,
Great quote, sending positive karma your way,,,,,,,,,,,,,,,,
Come on @aeroportsMTL! You can’t just leave all of @ QuebecYQB to represent Quebec!,"2017-12-28T19:07:47.000Z""""",,,,,,,,,,,,,,,,
@ flySFO security @ TSA is a disaster this morning at the @ united terminal - 2 elderly have now fainted in security line because it's so long. Thank goodness for all the doctors and good samaritans in line.,"2017-12-28T19:05:40.000Z""""",,,,,,,,,,,,,,,,
Woo Hoo!,"2017-12-28T19:00:34.000Z""""",,,,,,,,,,,,,,,,
And every great party needs a cool party favor. Might we recommend our scorpion suckers?! pic.twitter.com/TfmcG28Qdt,"2017-12-28T19:00:29.000Z""""",,,,,,,,,,,,,,,,
Then juggle ice cream.pic.twitter.com/2G6rsKk9c8,"2017-12-28T18:59:39.000Z""""",,,,,,,,,,,,,,,,
Monroe is here!!! We stay ready!pic.twitter.com/tmXaHB0TLm,"2017-12-28T18:58:57.000Z""""",,,,,,,,,,,,,,,,
We know it's not a party 'til Beer City, USA (GRR) brings the @ foundersbrewing!pic.twitter.com/h8F8T0SJwF,,,,,,,,,,,,,,,,
His and hers :),"2017-12-28T18:48:54.000Z""""",,,,,,,,,,,,,,,,
Quote of the day: this coffee is so bitter it makes @ denisleary seem like a cupcake. # holidaytravelsucks @ flySFO @ LarkCreekGrill,"2017-12-28T18:40:37.000Z""""",,,,,,,,,,,,,,,,
Not a party without @ Leopolds_IC ice cream! pic.twitter.com/jN4KGbeLcT,"2017-12-28T18:34:43.000Z""""",,,,,,,,,,,,,,,,
Welcome aboard!pic.twitter.com/7wCylVUgeC,"2017-12-28T18:32:58.000Z""""",,,,,,,,,,,,,,,,
Traffic Report: Heavy holiday traffic expected to continue today. Gusty at @ BostonLogan, @ EWRairport,,,,,,,,,,,,,,,,
Well in that case... Let's get this party started! # AirportTwitterpic.twitter.com/AkSxu1IoYw,"2017-12-28T18:28:35.000Z""""",,,,,,,,,,,,,,,,
Music City is here!pic.twitter.com/35XV3lTJdN,"2017-12-28T18:20:03.000Z""""",,,,,,,,,,,,,,,,
LBE is in! # AirportThrowdown,"2017-12-28T17:23:45.000Z""""",,,,,,,,,,,,,,,,
Thanks for the love!pic.twitter.com/maJiNCOasm,"2017-12-28T17:07:02.000Z""""",,,,,,,,,,,,,,,,
And we're back! --> IAH --> BOG :) (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/i7XKLWaYHbQ,,,,,,,,,,,,,,,,
Shoutout to you for being one awesome passenger, Stormgrl.,,,,,,,,,,,,,,,,
"Yeah - needed to refresh ourselves on what ""deicing"" is. We're more used to using well placed squeegees - like windshield wipers - for our liquid (not frozen) sunshine.","2017-12-28T16:47:03.000Z""""",,,,,,,,,,,,,,,,
Pitbull would be proud. # MrWorldwide,"2017-12-28T16:45:14.000Z""""",,,,,,,,,,,,,,,,
So many airports! @ fly_skyxe has arrived # AirportTwitterpic.twitter.com/qdbWLDe0K2,"2017-12-28T16:20:39.000Z""""",,,,,,,,,,,,,,,,
The gift that keeps on giving? Deluxe @ RIMOWA carry-on rollers keeping me sane, relieving anxiety about fitting in the overhead bin during # holidaytravel back to @ flySFO pic.twitter.com/HpVbmjxQV1,,,,,,,,,,,,,,,,
This is great!!!,"2017-12-28T15:04:49.000Z""""",,,,,,,,,,,,,,,,
Brazil is in the house and we're bringing our squad: come over, @ RIOgaleao and @ AeroportoBSB # AirportTwitterpic.twitter.com/aL0OOuimbt,,,,,,,,,,,,,,,,
Good Morning to all of you from the Canadian Prairies!pic.twitter.com/9IvRAhxWfq,"2017-12-28T14:46:31.000Z""""",,,,,,,,,,,,,,,,
So awesome! # AirportTwitter # AirportThrowdown has flown around the world!,"2017-12-28T14:38:30.000Z""""",,,,,,,,,,,,,,,,
they dont say that in Perth,"2017-12-28T14:17:29.000Z""""",,,,,,,,,,,,,,,,
Last flight of the year. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/htsVr9BZLHN,,,,,,,,,,,,,,,,
@ HeathrowAirport how could they have left you out? # AirportTwitter # AirportThrowdown,"2017-12-28T12:58:53.000Z""""",,,,,,,,,,,,,,,,
Rock on airports. We see you. We spend time with you. We sometimes don’t see enough of you and sometimes, wayyyyy too much. But you are part of our lives in a very special way. Shoutout to my homies @ Dulles_Airport @ fly2ohare @ JFKairport and @ HeathrowAirport and @ iflymia,,,,,,,,,,,,,,,,
I know we do have no de-icing here but we must join in and send some love all the way from # India @Delhi_Airport @CSIAMumbai @ BLRAirport # JoinIn # avgeek # Airports,"2017-12-28T11:54:20.000Z""""",,,,,,,,,,,,,,,,
we all know whats really going on with the planes.,"2017-12-28T11:40:07.000Z""""",,,,,,,,,,,,,,,,
Home sweet airport. @ flySFO – bei San Francisco International Airport (SFO),"2017-12-28T11:38:27.000Z""""",,,,,,,,,,,,,,,,
we love de-icing & gifs!pic.twitter.com/Ut5JqZQBLa,"2017-12-28T11:26:11.000Z""""",,,,,,,,,,,,,,,,
Sure, we are awake!,,,,,,,,,,,,,,,,
Morning everybody! @ HamburgAirport are you awake?pic.twitter.com/jPOPZWHFoU,"2017-12-28T11:00:37.000Z""""",,,,,,,,,,,,,,,,
Tfw when you’re 17 hours into a travel fiasco because @ flySFO and @ united hate you and now you’re going to be on a plane for your birthdaypic.twitter.com/9cm4mhvtNl,"2017-12-28T10:47:23.000Z""""",,,,,,,,,,,,,,,,
It's important to coordinate well before going to pick someone up lol (@Terminal 2 - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/4GS0ihMHDpO,,,,,,,,,,,,,,,,
This is where all of our facility charges go? You guys yapping on Twitter? ;),"2017-12-28T10:37:39.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO @ SFOMuseum in the spirit of the season. A lot of # art and eye-candy to enjoy! Thanks to the artists and curation team. Happy New Year! # DubNation # HolidayTravelpic.twitter.com/mFcip3jry3,"2017-12-28T10:37:17.000Z""""",,,,,,,,,,,,,,,,
Come on @ COSAirport and represent our great airport!,"2017-12-28T10:02:50.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/bJ5VtLTOOFh,,,,,,,,,,,,,,,,
Super quiet night here in the @ flySFO @ Delta Sky Clubpic.twitter.com/arRcZgEhVP,"2017-12-28T09:48:18.000Z""""",,,,,,,,,,,,,,,,
@ EDI_Airport @ HeathrowAirport @ Gatwick_Airport @ LondonCityAir - you have to join in the # AirportTwitter conversation! Bring some British humour to it,"2017-12-28T09:41:06.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/kH5iQhxI8Ru,,,,,,,,,,,,,,,,
Have @ SATairport, @ BostonLogan and @ iflymia been invited yet?,,,,,,,,,,,,,,,,
New and old...feeling the love.,"2017-12-28T07:59:43.000Z""""",,,,,,,,,,,,,,,,
Was super neat talking to so many new airport friends! # AirportTwitterpic.twitter.com/FJHuemSa0k,"2017-12-28T07:57:03.000Z""""",,,,,,,,,,,,,,,,
Oh... well played @ ABQSunport.pic.twitter.com/BEmqbkq7qF,"2017-12-28T07:55:44.000Z""""",,,,,,,,,,,,,,,,
Loved watching y’all chatter on. Heck, half of you I’ve never been to or talked to. More of this,,,,,,,,,,,,,,,,
And still going strong!pic.twitter.com/1noTxt0YUp,"2017-12-28T07:34:45.000Z""""",,,,,,,,,,,,,,,,
Here’s to many more smiles together in 2018!pic.twitter.com/KZFq1rhc5Q,"2017-12-28T07:28:42.000Z""""",,,,,,,,,,,,,,,,
This # AirportTwitter thread may not have officially broken a @ GWR world record for most airports involved but it’s simply amazing. 415 replies... All started with this tweet from @ yvrairport : https://twitter.com/yvrairport/status/946059095651393537 …pic.twitter.com/0yi7oC6Zis,"2017-12-28T07:26:40.000Z""""",,,,,,,,,,,,,,,,
Currently on the west pad, keep em coming!,,,,,,,,,,,,,,,,
Looking good!!,"2017-12-28T07:20:15.000Z""""",,,,,,,,,,,,,,,,
Awesome pic Ameer!,"2017-12-28T07:20:04.000Z""""",,,,,,,,,,,,,,,,
Some deicing love from the boys at Aeromag YVR 2010. Bring it on! @ yvrairportpic.twitter.com/YzHyEHJEEj,"2017-12-28T07:19:20.000Z""""",,,,,,,,,,,,,,,,
Here's to many more miles together in 2018, Ron! ^TP,,,,,,,,,,,,,,,,
Welcome to the party! # AirportTwitterpic.twitter.com/cOXaxUtxxo,"2017-12-28T07:18:13.000Z""""",,,,,,,,,,,,,,,,
Well this escalated quickly but I love it so many great places I have to discover but my heart is in the sunshine state no jacket required,"2017-12-28T07:17:32.000Z""""",,,,,,,,,,,,,,,,
Late for the party but here!@BHMAirport ready to rollpic.twitter.com/tsmu613O1P,"2017-12-28T07:15:15.000Z""""",,,,,,,,,,,,,,,,
@ BostonLogan, @ FlyTPA and @ FLLFlyer need to be in on this,,,,,,,,,,,,,,,,
Will do! I’m working on a blog with a better picture of each and links to the artists Instagram,"2017-12-28T06:23:54.000Z""""",,,,,,,,,,,,,,,,
Those are amazing, Jon!! GRR would love to be added,,,,,,,,,,,,,,,,
@ BristolAirport @ Cardiff_Airport the more airports involved the better!,"2017-12-28T06:17:46.000Z""""",,,,,,,,,,,,,,,,
Heeeeeyyy, # ABQ in the house! I mean,,,,,,,,,,,,,,,,
REAL ID- New ID requirements effective January 22, 2018. Visit http://flysfo.com/real-id for more info and to find out if your state is compliant or was granted an extension. # sfopic.twitter.com/LTzUqu59bS,,,,,,,,,,,,,,,,
@ CVGairport has a @ goldstarchili which will de-ice anything.,"2017-12-28T06:08:38.000Z""""",,,,,,,,,,,,,,,,
You’ll want @ BUFAirport included - also @ NiagaraAirport - the real experts in de-icing are the crews of @ BuffaloAirways see @ IcePilotsNWT who operate out of Yellowknife, NWT # YZF,,,,,,,,,,,,,,,,
You’ve got our attention, YVR.pic.twitter.com/6zdWE8qkPa,,,,,,,,,,,,,,,,
Harrisburg FTW!!!,"2017-12-28T05:47:30.000Z""""",,,,,,,,,,,,,,,,
Till next year San Francisco! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/juqUz7Q33qh,,,,,,,,,,,,,,,,
Sorry we’re so late, Friends. We were out doing something epic.pic.twitter.com/B1bLGUPH1h,,,,,,,,,,,,,,,,
Aviator types use Celsius. Even at @ FlyGRFord !,"2017-12-28T05:24:11.000Z""""",,,,,,,,,,,,,,,,
We’ve sent a carrier pigeon to check in.pic.twitter.com/pO0sH6Gwse,"2017-12-28T04:48:19.000Z""""",,,,,,,,,,,,,,,,
De-icing is a mystery to us! But this thread is # squadgoals # airporttwitter,"2017-12-28T04:46:30.000Z""""",,,,,,,,,,,,,,,,
Power must be out at @ ATLairport or they are sleeping!,"2017-12-28T04:44:44.000Z""""",,,,,,,,,,,,,,,,
Oh hi there. Finally our friends from Down Under check in! Welcome to the best thing ever. # airporttwitter,"2017-12-28T04:40:17.000Z""""",,,,,,,,,,,,,,,,
Oh it’s definitely been a party, LAX!pic.twitter.com/IAP6KOLHPr,,,,,,,,,,,,,,,,
We made sure you folks were in the mix.,"2017-12-28T04:38:50.000Z""""",,,,,,,,,,,,,,,,
Surreal # fog images along @ CaltransD4 # SanMateo bridge cam. Clearing # SFO finally by 13:48 (1:48 pm). # CAwx - several flights diverted. Typically @ flySFO airport has 1-3 major FOG events per year in DEC/JAN. pic.twitter.com/Ji9CXQFxzd,"2017-12-28T04:37:44.000Z""""",,,,,,,,,,,,,,,,
Oh hi team pic.twitter.com/k1exIKf2qS,"2017-12-28T04:37:09.000Z""""",,,,,,,,,,,,,,,,
This is nuts.,"2017-12-28T04:36:28.000Z""""",,,,,,,,,,,,,,,,
It's okay. We loved tweeting and sharing photos with our FLY friends.pic.twitter.com/SBBiInP71W,"2017-12-28T04:33:33.000Z""""",,,,,,,,,,,,,,,,
@ flySFO @ united is this normal for customer service?? They closed the gate and we missed our connection to Taipei by 20 seconds after a 3 hour weather delay coming in. That was over 3 hours ago. We’ve been trying to get things handled via customer service ever since.,"2017-12-28T04:17:41.000Z""""",,,,,,,,,,,,,,,,
It’s never too late!,"2017-12-28T04:13:52.000Z""""",,,,,,,,,,,,,,,,
Too bad @ iah didn't make it to the mix. It was lots of fun following this thread and the participation of so many airports. # AirportThrowdown # AirportTwitter,"2017-12-28T04:11:11.000Z""""",,,,,,,,,,,,,,,,
What about @ HeathrowAirport and @ Gatwick_Airport? They both know about de-icing!,"2017-12-28T04:09:52.000Z""""",,,,,,,,,,,,,,,,
Disappointed not to see @ bhx_official @ HeathrowAirport or @ manairport on here yet.,"2017-12-28T04:05:16.000Z""""",,,,,,,,,,,,,,,,
Thanks for participating today! All time # AirportTwitter afternoon over here.,"2017-12-28T03:47:09.000Z""""",,,,,,,,,,,,,,,,
Oh, well. # AsLongAsIHaveTwitter,,,,,,,,,,,,,,,,
Well its time here now so Good night all,"2017-12-28T03:43:19.000Z""""",,,,,,,,,,,,,,,,
Afraid it's not a category we currently monitor, though the possibilities for categories related to twitter threads would be endless. It's difficult for our records team to standardise,,,,,,,,,,,,,,,,
Thanks, Dave.,,,,,,,,,,,,,,,,
Going to SFO this holiday season? Try @ flySFO’s Express Drop-Off and Pick-Up areas. Stop circling and follow the arrows for 30 minutes of free parking. http://flysfo.com/express pic.twitter.com/RdVFDq0vbW,"2017-12-28T03:40:00.000Z""""",,,,,,,,,,,,,,,,
Good doggo.,"2017-12-28T03:38:04.000Z""""",,,,,,,,,,,,,,,,
This is how we deice. pic.twitter.com/eCweDHcKqg,"2017-12-28T03:37:25.000Z""""",,,,,,,,,,,,,,,,
Missed this earlier. Cheeky.,"2017-12-28T03:33:21.000Z""""",,,,,,,,,,,,,,,,
I'm at SFO Museum - T1 Photography - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ewB2b3rGUAO,,,,,,,,,,,,,,,,
I'm at Terminal 1 - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/f6EpUk8ixo7,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/g8J7MrKRbe3,,,,,,,,,,,,,,,,
I guess Russian airports know about de-icing as much as you do, right,,,,,,,,,,,,,,,,
Get in here! # AirportTwitter,"2017-12-28T03:25:41.000Z""""",,,,,,,,,,,,,,,,
@ stjohnsairport you should be in on this,"2017-12-28T03:25:08.000Z""""",,,,,,,,,,,,,,,,
Hey, @ DFWAirport! The cold weather in DC has us like...pic.twitter.com/Z56PRtzkuZ,,,,,,,,,,,,,,,,
Thanks for the nudge, @ CPlanespotting.,,,,,,,,,,,,,,,,
It’s American for “We’re difficult”,"2017-12-28T03:16:37.000Z""""",,,,,,,,,,,,,,,,
Not yet but they need to be,"2017-12-28T03:16:00.000Z""""",,,,,,,,,,,,,,,,
Oh, hello! A little late to the conversation,,,,,,,,,,,,,,,,
Are my friends at @ fly2ohare and @ fly2midway in this yet?,"2017-12-28T03:13:14.000Z""""",,,,,,,,,,,,,,,,
We concur with @ TucsonAirport. Has @ flyelp or @ ABQSunport checked in yet? Leggo! # AggieUp,"2017-12-28T03:11:05.000Z""""",,,,,,,,,,,,,,,,
Welcome back!,"2017-12-28T03:08:54.000Z""""",,,,,,,,,,,,,,,,
The gang at @ ATLairport are also missing! They must join this threadpic.twitter.com/DpXzDmVb00,"2017-12-28T03:05:41.000Z""""",,,,,,,,,,,,,,,,
But they could be making so many friends...pic.twitter.com/2GilzFMfe2,"2017-12-28T03:01:05.000Z""""",,,,,,,,,,,,,,,,
Finally landed back home in SF (@San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ mbrianaepler) https://www.swarmapp.com/c/dzLFOzl1l84,,,,,,,,,,,,,,,,
They are doing airport business, very important stuff,,,,,,,,,,,,,,,,
Looks like we're missing the folks over in our nation's capital. @ Dulles_Airport @ Reagan_Airport, come on down! # AirportTwitterpic.twitter.com/DGojO30a1w,,,,,,,,,,,,,,,,
Gdansk are in the house! I'VE BEEN TO GDANSK!!!,"2017-12-28T02:54:47.000Z""""",,,,,,,,,,,,,,,,
Quick shout-out to our troops who de-ice planes worldwide! Here is a sample: A-10 (Bagram Airfield, Afghanistan). F-22 (Elmendorf AFB,,,,,,,,,,,,,,,,
My local airports need to be apart of this! C'mon @ LDNLutonAirport @ STN_Airport,"2017-12-28T02:48:39.000Z""""",,,,,,,,,,,,,,,,
We should see if we can get every single major airport to comment back..it’s only the most Canadian thing to do by bringing all of us together!pic.twitter.com/WaFyEyGX6E,"2017-12-28T02:47:30.000Z""""",,,,,,,,,,,,,,,,
Hi friends. Been waiting on us? Well, we're joining the party! pic.twitter.com/gHlba3q166,,,,,,,,,,,,,,,,
Meanwhile, in Europe...pic.twitter.com/VFyWtXp4eh,,,,,,,,,,,,,,,,
Let's also take a moment to appreciate that this wouldn't have been possible last year. @ Twitter, # YouTheRealMVP for removing reply handles from the character count.,,,,,,,,,,,,,,,,
Shall we invite Asia? @ ChangiAirport @ IncheonAirport1 @Delhi_Airport @ DubaiAirports,"2017-12-28T02:32:15.000Z""""",,,,,,,,,,,,,,,,
Oh we are getting serious now. Mr. Worldwide.,"2017-12-28T02:31:22.000Z""""",,,,,,,,,,,,,,,,
I’ve been de-iced today on @ berlinairport, SXF,,,,,,,,,,,,,,,,
VERY important. Now if somebody could just tell our parents that.,"2017-12-28T02:29:40.000Z""""",,,,,,,,,,,,,,,,
@ zrh_airport are you ready to join the de-icing fun tomorrow? My A320 will need it!,"2017-12-28T02:29:33.000Z""""",,,,,,,,,,,,,,,,
Let's take this worldwide @ dusairport @ CPHAirports @ HIAQatar @ MY_Airports @ CorkAirport @ BrusselsAirport @ HelsinkiAirport @ Cancun_Airport @ MUC_Airportpic.twitter.com/eAO8X8EAJ2,"2017-12-28T02:29:09.000Z""""",,,,,,,,,,,,,,,,
Hey, @ poz_airport @ KrakowAirport @ KatowiceAirport @ WroclawAirport @ AirportGdansk ,,,,,,,,,,,,,,,,
Maybe if they get enough Twitter alerts, they'll wake up and join in. # AirportTwitter is very important,,,,,,,,,,,,,,,,
Some of our newest and bestest friends!,"2017-12-28T02:26:05.000Z""""",,,,,,,,,,,,,,,,
What about the aussies? We need some of them in our party @ SydneyAirport @ Melair @ BrisbaneAirport @ PerthAirport @ AdelaideAirport,"2017-12-28T02:25:01.000Z""""",,,,,,,,,,,,,,,,
WAKE UP, EUROPE. We’ve got # airporttwitter to take care of.,,,,,,,,,,,,,,,,
